,file,ph seq,transcript
6969,WOMAN_KB_6969_65577O6A,sil s_B ih_I k_I s_E f_B ay_I v_E f_B ay_I v_E sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E ow_S s_B ih_I k_I s_E sil, six five five seven seven oh six
6970,WOMAN_KB_6970_6672A,sil s_B ih_I k_I s_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E t_B uw_E sil, six six seven two
6971,WOMAN_KB_6971_6A,sil s_B ih_I k_I s_E sil, six
6972,WOMAN_KB_6972_6B,sil s_B ih_I k_I s_E sil, six
6973,WOMAN_KB_6973_729A,sil s_B eh_I v_I ah_I n_E t_B uw_E sil n_B ay_I n_E sil, seven two nine
6974,WOMAN_KB_6974_7529A,sil s_B eh_I v_I ah_I n_E f_B ay_I v_E sil t_B uw_E n_B ay_I n_E sil, seven five two nine
6975,WOMAN_KB_6975_76A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, seven six
6976,WOMAN_KB_6976_7A,sil s_B eh_I v_I ah_I n_E sil, seven
6977,WOMAN_KB_6977_7B,sil s_B eh_I v_I ah_I n_E sil, seven
6978,WOMAN_KB_6978_7O3A,sil s_B eh_I v_I ah_I n_E ow_S th_B r_I iy_E sil, seven oh three
6979,WOMAN_KB_6979_7Z51A,sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E f_B ay_I v_E hh_B w_I ah_I n_E sil, seven zero five one
6980,WOMAN_KB_6980_82ZZ4A,sil ey_B t_E sil t_B uw_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E f_B ao_I r_E sil, eight two zero zero four
6981,WOMAN_KB_6981_8519ZA,sil ey_B t_E f_B ay_I v_E hh_B w_I ah_I n_E n_B ay_I n_E z_B iy_I r_I ow_E sil, eight five one nine zero
6982,WOMAN_KB_6982_886ZA,sil ey_B t_E sil ey_B t_E s_B ih_I k_I s_E z_B iy_I r_I ow_E sil, eight eight six zero
6983,WOMAN_KB_6983_889O976A,sil ey_B t_E sil ey_B t_E n_B ay_I n_E sil ow_S n_B ay_I n_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, eight eight nine oh nine seven six
6984,WOMAN_KB_6984_8A,sil ey_B t_E sil, eight
6985,WOMAN_KB_6985_8B,sil ey_B t_E sil, eight
6986,WOMAN_KB_6986_8Z9A,sil ey_B t_E sil z_B iy_I r_I ow_E n_B ay_I n_E sil, eight zero nine
6987,WOMAN_KB_6987_91A,sil n_B ay_I n_E hh_B w_I ah_I n_E sil, nine one
6988,WOMAN_KB_6988_97A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, nine seven
6989,WOMAN_KB_6989_98614A,sil n_B ay_I n_E ey_B t_E sil s_B ih_I k_I s_E hh_B w_I ah_I n_E f_B ao_I r_E sil, nine eight six one four
6990,WOMAN_KB_6990_98OA,sil n_B ay_I n_E ey_B t_E sil ow_S sil, nine eight oh
6991,WOMAN_KB_6991_9946A,sil n_B ay_I n_E n_B ay_I n_E f_B ao_I r_E s_B ih_I k_I s_E sil, nine nine four six
6992,WOMAN_KB_6992_9A,sil n_B ay_I n_E sil, nine
6993,WOMAN_KB_6993_9B,sil n_B ay_I n_E sil, nine
6994,WOMAN_KB_6994_O2A,sil ow_S t_B uw_E sil, oh two
6995,WOMAN_KB_6995_O33A,sil ow_S th_B r_I iy_E sil th_B r_I iy_E sil, oh three three
6996,WOMAN_KB_6996_O78A,sil ow_S s_B eh_I v_I ah_I n_E ey_B t_E sil, oh seven eight
6997,WOMAN_KB_6997_O871479A,sil ow_S ey_B t_E sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E f_B ao_I r_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, oh eight seven one four seven nine
6998,WOMAN_KB_6998_OA,sil ow_S sil, oh
6999,WOMAN_KB_6999_OB,sil ow_S sil, oh
7000,WOMAN_KB_7000_OO7A,sil ow_S sil ow_S s_B eh_I v_I ah_I n_E sil, oh oh seven
7001,WOMAN_KB_7001_Z23Z1A,sil z_B iy_I r_I ow_E t_B uw_E th_B r_I iy_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, zero two three zero one
7002,WOMAN_KB_7002_Z5ZA,sil z_B iy_I r_I ow_E f_B ay_I v_E z_B iy_I r_I ow_E sil, zero five zero
7003,WOMAN_KB_7003_Z8583A,sil z_B iy_I r_I ow_E sil ey_B t_E f_B ay_I v_E sil ey_B t_E sil th_B r_I iy_E sil, zero eight five eight three
7004,WOMAN_KB_7004_ZA,sil z_B iy_I r_I ow_E sil, zero
7005,WOMAN_KB_7005_ZB,sil z_B iy_I r_I ow_E sil, zero
7006,WOMAN_KB_7006_ZZ19A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E n_B ay_I n_E sil, zero zero one nine
7007,WOMAN_KB_7007_ZZ3A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E th_B r_I iy_E sil, zero zero three
7008,WOMAN_KJ_7008_3O36A,sil th_B r_I iy_E ow_S th_B r_I iy_E s_B ih_I k_I s_E sil, three oh three six
7009,WOMAN_KJ_7009_6A,sil s_B ih_I k_I s_E sil, six
7010,WOMAN_KJ_7010_11ZZ439A,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E sil z_B iy_I r_I ow_E f_B ao_I r_E th_B r_I iy_E n_B ay_I n_E sil, one one zero zero four three nine
7011,WOMAN_KJ_7011_12199A,sil hh_B w_I ah_I n_E t_B uw_E hh_B w_I ah_I n_E n_B ay_I n_E n_B ay_I n_E sil, one two one nine nine
7012,WOMAN_KJ_7012_1333A,sil hh_B w_I ah_I n_E th_B r_I iy_E th_B r_I iy_E th_B r_I iy_E sil, one three three three
7013,WOMAN_KJ_7013_14O1A,sil hh_B w_I ah_I n_E f_B ao_I r_E sil ow_S hh_B w_I ah_I n_E sil, one four oh one
7014,WOMAN_KJ_7014_17A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, one seven
7015,WOMAN_KJ_7015_1A,sil hh_B w_I ah_I n_E sil, one
7016,WOMAN_KJ_7016_1B,sil hh_B w_I ah_I n_E sil, one
7017,WOMAN_KJ_7017_21OO5A,sil t_B uw_E hh_B w_I ah_I n_E sil ow_S ow_S f_B ay_I v_E sil, two one oh oh five
7018,WOMAN_KJ_7018_22O6556A,sil t_B uw_E t_B uw_E sil ow_S sil s_B ih_I k_I s_E f_B ay_I v_E f_B ay_I v_E s_B ih_I k_I s_E sil, two two oh six five five six
7019,WOMAN_KJ_7019_23A,sil t_B uw_E th_B r_I iy_E sil, two three
7020,WOMAN_KJ_7020_2A,sil t_B uw_E sil, two
7021,WOMAN_KJ_7021_2B,sil t_B uw_E sil, two
7022,WOMAN_KJ_7022_2OA,sil t_B uw_E sil ow_S sil, two oh
7023,WOMAN_KJ_7023_2Z69477A,sil t_B uw_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil n_B ay_I n_E f_B ao_I r_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E sil, two zero six nine four seven seven
7024,WOMAN_KJ_7024_31662A,sil th_B r_I iy_E hh_B w_I ah_I n_E s_B ih_I k_I s_E s_B ih_I k_I s_E t_B uw_E sil, three one six six two
7025,WOMAN_KJ_7025_344275ZA,sil th_B r_I iy_E f_B ao_I r_E f_B ao_I r_E sil t_B uw_E s_B eh_I v_I ah_I n_E sil f_B ay_I v_E z_B iy_I r_I ow_E sil, three four four two seven five zero
7026,WOMAN_KJ_7026_37734A,sil th_B r_I iy_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E th_B r_I iy_E f_B ao_I r_E sil, three seven seven three four
7027,WOMAN_KJ_7027_3A,sil th_B r_I iy_E sil, three
7028,WOMAN_KJ_7028_3B,sil th_B r_I iy_E sil, three
7029,WOMAN_KJ_7029_3O7A,sil th_B r_I iy_E ow_S s_B eh_I v_I ah_I n_E sil, three oh seven
7030,WOMAN_KJ_7030_4116A,sil f_B ao_I r_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E s_B ih_I k_I s_E sil, four one one six
7031,WOMAN_KJ_7031_43A,sil f_B ao_I r_E th_B r_I iy_E sil, four three
7032,WOMAN_KJ_7032_4673589A,sil f_B ao_I r_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil th_B r_I iy_E f_B ay_I v_E sil ey_B t_E n_B ay_I n_E sil, four six seven three five eight nine
7033,WOMAN_KJ_7033_4A,sil f_B ao_I r_E sil, four
7034,WOMAN_KJ_7034_4B,sil f_B ao_I r_E sil, four
7035,WOMAN_KJ_7035_4ZA,sil f_B ao_I r_E z_B iy_I r_I ow_E sil, four zero
7036,WOMAN_KJ_7036_4ZB,sil f_B ao_I r_E z_B iy_I r_I ow_E sil, four zero
7037,WOMAN_KJ_7037_5319ZA,sil f_B ay_I v_E th_B r_I iy_E hh_B w_I ah_I n_E n_B ay_I n_E z_B iy_I r_I ow_E sil, five three one nine zero
7038,WOMAN_KJ_7038_54A,sil f_B ay_I v_E sil f_B ao_I r_E sil, five four
7039,WOMAN_KJ_7039_561ZA,sil f_B ay_I v_E s_B ih_I k_I s_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E sil, five six one zero
7040,WOMAN_KJ_7040_5729823A,sil f_B ay_I v_E s_B eh_I v_I ah_I n_E t_B uw_E sil n_B ay_I n_E ey_B t_E sil t_B uw_E th_B r_I iy_E sil, five seven two nine eight two three
7041,WOMAN_KJ_7041_5874A,sil f_B ay_I v_E sil ey_B t_E s_B eh_I v_I ah_I n_E sil f_B ao_I r_E sil, five eight seven four
7042,WOMAN_KJ_7042_5A,sil f_B ay_I v_E sil, five
7043,WOMAN_KJ_7043_5B,sil f_B ay_I v_E sil, five
7044,WOMAN_KJ_7044_613ZA,sil s_B ih_I k_I s_E hh_B w_I ah_I n_E sil th_B r_I iy_E z_B iy_I r_I ow_E sil, six one three zero
7045,WOMAN_KJ_7045_6249A,sil s_B ih_I k_I s_E t_B uw_E f_B ao_I r_E n_B ay_I n_E sil, six two four nine
7046,WOMAN_KJ_7046_6751A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E f_B ay_I v_E hh_B w_I ah_I n_E sil, six seven five one
7047,WOMAN_KJ_7047_68A,sil s_B ih_I k_I s_E sil ey_B t_E sil, six eight
7048,WOMAN_KJ_7048_6B,sil s_B ih_I k_I s_E sil, six
7049,WOMAN_KJ_7049_6O85OA,sil s_B ih_I k_I s_E ow_S ey_B t_E sil f_B ay_I v_E sil ow_S sil, six oh eight five oh
7050,WOMAN_KJ_7050_7448ZA,sil s_B eh_I v_I ah_I n_E sil f_B ao_I r_E f_B ao_I r_E ey_B t_E sil z_B iy_I r_I ow_E sil, seven four four eight zero
7051,WOMAN_KJ_7051_765A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E f_B ay_I v_E sil, seven six five
7052,WOMAN_KJ_7052_769A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E n_B ay_I n_E sil, seven six nine
7053,WOMAN_KJ_7053_7863571A,sil s_B eh_I v_I ah_I n_E ey_B t_E s_B ih_I k_I s_E sil th_B r_I iy_E f_B ay_I v_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil, seven eight six three five seven one
7054,WOMAN_KJ_7054_7A,sil s_B eh_I v_I ah_I n_E sil, seven
7055,WOMAN_KJ_7055_7B,sil s_B eh_I v_I ah_I n_E sil, seven
7056,WOMAN_KJ_7056_7OOA,sil s_B eh_I v_I ah_I n_E sil ow_S sil ow_S sil, seven oh oh
7057,WOMAN_KJ_7057_81452A,sil ey_B t_E hh_B w_I ah_I n_E f_B ao_I r_E f_B ay_I v_E t_B uw_E sil, eight one four five two
7058,WOMAN_KJ_7058_82A,sil ey_B t_E t_B uw_E sil, eight two
7059,WOMAN_KJ_7059_837A,sil ey_B t_E th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, eight three seven
7060,WOMAN_KJ_7060_87926A,sil ey_B t_E s_B eh_I v_I ah_I n_E n_B ay_I n_E t_B uw_E s_B ih_I k_I s_E sil, eight seven nine two six
7061,WOMAN_KJ_7061_8A,sil ey_B t_E sil, eight
7062,WOMAN_KJ_7062_8B,sil ey_B t_E sil, eight
7063,WOMAN_KJ_7063_8Z88A,sil ey_B t_E z_B iy_I r_I ow_E ey_B t_E ey_B t_E sil, eight zero eight eight
7064,WOMAN_KJ_7064_9451715A,sil n_B ay_I n_E f_B ao_I r_E f_B ay_I v_E sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil hh_B w_I ah_I n_E f_B ay_I v_E sil, nine four five one seven one five
7065,WOMAN_KJ_7065_96418A,sil n_B ay_I n_E s_B ih_I k_I s_E f_B ao_I r_E hh_B w_I ah_I n_E ey_B t_E sil, nine six four one eight
7066,WOMAN_KJ_7066_97Z1A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, nine seven zero one
7067,WOMAN_KJ_7067_993A,sil n_B ay_I n_E n_B ay_I n_E th_B r_I iy_E sil, nine nine three
7068,WOMAN_KJ_7068_9A,sil n_B ay_I n_E sil, nine
7069,WOMAN_KJ_7069_9B,sil n_B ay_I n_E sil, nine
7070,WOMAN_KJ_7070_9OA,sil n_B ay_I n_E sil ow_S sil, nine oh
7071,WOMAN_KJ_7071_O29A,sil ow_S t_B uw_E n_B ay_I n_E sil, oh two nine
7072,WOMAN_KJ_7072_O381522A,sil ow_S th_B r_I iy_E ey_B t_E sil hh_B w_I ah_I n_E f_B ay_I v_E t_B uw_E t_B uw_E sil, oh three eight one five two two
7073,WOMAN_KJ_7073_O6O86O2A,sil ow_S s_B ih_I k_I s_E sil ow_S sil ey_B t_E s_B ih_I k_I s_E sil ow_S t_B uw_E sil, oh six oh eight six oh two
7074,WOMAN_KJ_7074_O9636A,sil ow_S n_B ay_I n_E s_B ih_I k_I s_E sil th_B r_I iy_E s_B ih_I k_I s_E sil, oh nine six three six
7075,WOMAN_KJ_7075_OA,sil ow_S sil, oh
7076,WOMAN_KJ_7076_OB,sil ow_S sil, oh
7077,WOMAN_KJ_7077_OOOA,sil ow_S sil ow_S sil ow_S sil, oh oh oh
7078,WOMAN_KJ_7078_Z1A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, zero one
7079,WOMAN_KJ_7079_Z47A,sil z_B iy_I r_I ow_E f_B ao_I r_E s_B eh_I v_I ah_I n_E sil, zero four seven
7080,WOMAN_KJ_7080_Z66A,sil z_B iy_I r_I ow_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil, zero six six
7081,WOMAN_KJ_7081_Z8591Z7A,sil z_B iy_I r_I ow_E ey_B t_E f_B ay_I v_E sil n_B ay_I n_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, zero eight five nine one zero seven
7082,WOMAN_KJ_7082_ZA,sil z_B iy_I r_I ow_E sil, zero
7083,WOMAN_KJ_7083_ZB,sil z_B iy_I r_I ow_E sil, zero
7084,WOMAN_KJ_7084_ZZ9A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E n_B ay_I n_E sil, zero zero nine
7085,WOMAN_LJ_7085_3A,sil th_B r_I iy_E sil, three
7086,WOMAN_LJ_7086_68761A,sil s_B ih_I k_I s_E ey_B t_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E hh_B w_I ah_I n_E sil, six eight seven six one
7087,WOMAN_LJ_7087_1432A,sil hh_B w_I ah_I n_E f_B ao_I r_E th_B r_I iy_E t_B uw_E sil, one four three two
7088,WOMAN_LJ_7088_17A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, one seven
7089,WOMAN_LJ_7089_18O9A,sil hh_B w_I ah_I n_E ey_B t_E sil ow_S sil n_B ay_I n_E sil, one eight oh nine
7090,WOMAN_LJ_7090_1A,sil hh_B w_I ah_I n_E sil, one
7091,WOMAN_LJ_7091_1B,sil hh_B w_I ah_I n_E sil, one
7092,WOMAN_LJ_7092_1Z274A,sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E t_B uw_E s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, one zero two seven four
7093,WOMAN_LJ_7093_1ZZ1A,sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, one zero zero one
7094,WOMAN_LJ_7094_223A,sil t_B uw_E t_B uw_E th_B r_I iy_E sil, two two three
7095,WOMAN_LJ_7095_23OA,sil t_B uw_E th_B r_I iy_E sil ow_S sil, two three oh
7096,WOMAN_LJ_7096_2512586A,sil t_B uw_E f_B ay_I v_E hh_B w_I ah_I n_E t_B uw_E f_B ay_I v_E sil ey_B t_E s_B ih_I k_I s_E sil, two five one two five eight six
7097,WOMAN_LJ_7097_265A,sil t_B uw_E s_B ih_I k_I s_E f_B ay_I v_E sil, two six five
7098,WOMAN_LJ_7098_27ZA,sil t_B uw_E sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil, two seven zero
7099,WOMAN_LJ_7099_2A,sil t_B uw_E sil, two
7100,WOMAN_LJ_7100_2B,sil t_B uw_E sil, two
7101,WOMAN_LJ_7101_318A,sil th_B r_I iy_E hh_B w_I ah_I n_E ey_B t_E sil, three one eight
7102,WOMAN_LJ_7102_32O6A,sil th_B r_I iy_E t_B uw_E ow_S s_B ih_I k_I s_E sil, three two oh six
7103,WOMAN_LJ_7103_35244A,sil th_B r_I iy_E f_B ay_I v_E t_B uw_E sil f_B ao_I r_E f_B ao_I r_E sil, three five two four four
7104,WOMAN_LJ_7104_3528A,sil th_B r_I iy_E f_B ay_I v_E t_B uw_E ey_B t_E sil, three five two eight
7105,WOMAN_LJ_7105_39O3A,sil th_B r_I iy_E n_B ay_I n_E ow_S th_B r_I iy_E sil, three nine oh three
7106,WOMAN_LJ_7106_3B,sil th_B r_I iy_E sil, three
7107,WOMAN_LJ_7107_4334OA,sil f_B ao_I r_E th_B r_I iy_E th_B r_I iy_E f_B ao_I r_E sil ow_S sil, four three three four oh
7108,WOMAN_LJ_7108_44Z7638A,sil f_B ao_I r_E f_B ao_I r_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil th_B r_I iy_E ey_B t_E sil, four four zero seven six three eight
7109,WOMAN_LJ_7109_455822ZA,sil f_B ao_I r_E f_B ay_I v_E f_B ay_I v_E sil ey_B t_E sil t_B uw_E t_B uw_E z_B iy_I r_I ow_E sil, four five five eight two two zero
7110,WOMAN_LJ_7110_46791A,sil f_B ao_I r_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E n_B ay_I n_E hh_B w_I ah_I n_E sil, four six seven nine one
7111,WOMAN_LJ_7111_47A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E sil, four seven
7112,WOMAN_LJ_7112_4A,sil f_B ao_I r_E sil, four
7113,WOMAN_LJ_7113_4B,sil f_B ao_I r_E sil, four
7114,WOMAN_LJ_7114_54Z42A,sil f_B ay_I v_E f_B ao_I r_E z_B iy_I r_I ow_E f_B ao_I r_E t_B uw_E sil, five four zero four two
7115,WOMAN_LJ_7115_55A,sil f_B ay_I v_E f_B ay_I v_E sil, five five
7116,WOMAN_LJ_7116_5736OO5A,sil f_B ay_I v_E s_B eh_I v_I ah_I n_E th_B r_I iy_E sil s_B ih_I k_I s_E sil ow_S ow_S sil f_B ay_I v_E sil, five seven three six oh oh five
7117,WOMAN_LJ_7117_57A,sil f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, five seven
7118,WOMAN_LJ_7118_5A,sil f_B ay_I v_E sil, five
7119,WOMAN_LJ_7119_5B,sil f_B ay_I v_E sil, five
7120,WOMAN_LJ_7120_5O78928A,sil f_B ay_I v_E sil ow_S s_B eh_I v_I ah_I n_E sil ey_B t_E n_B ay_I n_E t_B uw_E ey_B t_E sil, five oh seven eight nine two eight
7121,WOMAN_LJ_7121_6295396A,sil s_B ih_I k_I s_E sil t_B uw_E n_B ay_I n_E sil f_B ay_I v_E th_B r_I iy_E n_B ay_I n_E s_B ih_I k_I s_E sil, six two nine five three nine six
7122,WOMAN_LJ_7122_641A,sil s_B ih_I k_I s_E f_B ao_I r_E hh_B w_I ah_I n_E sil, six four one
7123,WOMAN_LJ_7123_66A,sil s_B ih_I k_I s_E s_B ih_I k_I s_E sil, six six
7124,WOMAN_LJ_7124_67O1781A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil ow_S sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E ey_B t_E hh_B w_I ah_I n_E sil, six seven oh one seven eight one
7125,WOMAN_LJ_7125_6A,sil s_B ih_I k_I s_E sil, six
7126,WOMAN_LJ_7126_6B,sil s_B ih_I k_I s_E sil, six
7127,WOMAN_LJ_7127_71489A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil f_B ao_I r_E ey_B t_E n_B ay_I n_E sil, seven one four eight nine
7128,WOMAN_LJ_7128_72OA,sil s_B eh_I v_I ah_I n_E t_B uw_E ow_S sil, seven two oh
7129,WOMAN_LJ_7129_7748721A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ao_I r_E sil ey_B t_E s_B eh_I v_I ah_I n_E t_B uw_E hh_B w_I ah_I n_E sil, seven seven four eight seven two one
7130,WOMAN_LJ_7130_77A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E sil, seven seven
7131,WOMAN_LJ_7131_7A,sil s_B eh_I v_I ah_I n_E sil, seven
7132,WOMAN_LJ_7132_7B,sil s_B eh_I v_I ah_I n_E sil, seven
7133,WOMAN_LJ_7133_7Z42997A,sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E f_B ao_I r_E t_B uw_E n_B ay_I n_E n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, seven zero four two nine nine seven
7134,WOMAN_LJ_7134_8264988A,sil ey_B t_E t_B uw_E s_B ih_I k_I s_E sil f_B ao_I r_E n_B ay_I n_E ey_B t_E ey_B t_E sil, eight two six four nine eight eight
7135,WOMAN_LJ_7135_85936A,sil ey_B t_E sil f_B ay_I v_E n_B ay_I n_E th_B r_I iy_E s_B ih_I k_I s_E sil, eight five nine three six
7136,WOMAN_LJ_7136_88A,sil ey_B t_E sil ey_B t_E sil, eight eight
7137,WOMAN_LJ_7137_8A,sil ey_B t_E sil, eight
7138,WOMAN_LJ_7138_8B,sil ey_B t_E sil, eight
7139,WOMAN_LJ_7139_8OA,sil ey_B t_E ow_S sil, eight oh
7140,WOMAN_LJ_7140_8Z3A,sil ey_B t_E z_B iy_I r_I ow_E th_B r_I iy_E sil, eight zero three
7141,WOMAN_LJ_7141_92Z7A,sil n_B ay_I n_E t_B uw_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, nine two zero seven
7142,WOMAN_LJ_7142_963ZA,sil n_B ay_I n_E s_B ih_I k_I s_E th_B r_I iy_E z_B iy_I r_I ow_E sil, nine six three zero
7143,WOMAN_LJ_7143_97159A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E f_B ay_I v_E n_B ay_I n_E sil, nine seven one five nine
7144,WOMAN_LJ_7144_99Z56A,sil n_B ay_I n_E n_B ay_I n_E z_B iy_I r_I ow_E f_B ay_I v_E s_B ih_I k_I s_E sil, nine nine zero five six
7145,WOMAN_LJ_7145_9A,sil n_B ay_I n_E sil, nine
7146,WOMAN_LJ_7146_9B,sil n_B ay_I n_E sil, nine
7147,WOMAN_LJ_7147_9O933A,sil n_B ay_I n_E ow_S n_B ay_I n_E th_B r_I iy_E th_B r_I iy_E sil, nine oh nine three three
7148,WOMAN_LJ_7148_O13A,sil ow_S hh_B w_I ah_I n_E th_B r_I iy_E sil, oh one three
7149,WOMAN_LJ_7149_O2A,sil ow_S t_B uw_E sil, oh two
7150,WOMAN_LJ_7150_O346A,sil ow_S th_B r_I iy_E f_B ao_I r_E s_B ih_I k_I s_E sil, oh three four six
7151,WOMAN_LJ_7151_O4731OOA,sil ow_S sil f_B ao_I r_E s_B eh_I v_I ah_I n_E sil th_B r_I iy_E hh_B w_I ah_I n_E sil ow_S sil ow_S sil, oh four seven three one oh oh
7152,WOMAN_LJ_7152_O837A,sil ow_S ey_B t_E sil th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, oh eight three seven
7153,WOMAN_LJ_7153_OA,sil ow_S sil, oh
7154,WOMAN_LJ_7154_OB,sil ow_S sil, oh
7155,WOMAN_LJ_7155_Z53A,sil z_B iy_I r_I ow_E sil f_B ay_I v_E th_B r_I iy_E sil, zero five three
7156,WOMAN_LJ_7156_Z862A,sil z_B iy_I r_I ow_E ey_B t_E s_B ih_I k_I s_E t_B uw_E sil, zero eight six two
7157,WOMAN_LJ_7157_Z9A,sil z_B iy_I r_I ow_E n_B ay_I n_E sil, zero nine
7158,WOMAN_LJ_7158_ZA,sil z_B iy_I r_I ow_E sil, zero
7159,WOMAN_LJ_7159_ZB,sil z_B iy_I r_I ow_E sil, zero
7160,WOMAN_LJ_7160_ZZ8A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E ey_B t_E sil, zero zero eight
7161,WOMAN_LJ_7161_ZZA,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, zero zero
7162,WOMAN_LL_7162_3A,sil th_B r_I iy_E sil, three
7163,WOMAN_LL_7163_6O9O4O2A,sil s_B ih_I k_I s_E sil ow_S n_B ay_I n_E sil ow_S f_B ao_I r_E sil ow_S t_B uw_E sil, six oh nine oh four oh two
7164,WOMAN_LL_7164_11A,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil, one one
7165,WOMAN_LL_7165_121A,sil hh_B w_I ah_I n_E t_B uw_E hh_B w_I ah_I n_E sil, one two one
7166,WOMAN_LL_7166_15729A,sil hh_B w_I ah_I n_E f_B ay_I v_E s_B eh_I v_I ah_I n_E t_B uw_E n_B ay_I n_E sil, one five seven two nine
7167,WOMAN_LL_7167_16688A,sil hh_B w_I ah_I n_E sil s_B ih_I k_I s_E s_B ih_I k_I s_E sil ey_B t_E sil ey_B t_E sil, one six six eight eight
7168,WOMAN_LL_7168_186A,sil hh_B w_I ah_I n_E ey_B t_E s_B ih_I k_I s_E sil, one eight six
7169,WOMAN_LL_7169_1A,sil hh_B w_I ah_I n_E sil, one
7170,WOMAN_LL_7170_1B,sil hh_B w_I ah_I n_E sil, one
7171,WOMAN_LL_7171_23A,sil t_B uw_E th_B r_I iy_E sil, two three
7172,WOMAN_LL_7172_28775A,sil t_B uw_E ey_B t_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E sil, two eight seven seven five
7173,WOMAN_LL_7173_29A,sil t_B uw_E n_B ay_I n_E sil, two nine
7174,WOMAN_LL_7174_2A,sil t_B uw_E sil, two
7175,WOMAN_LL_7175_2B,sil t_B uw_E sil, two
7176,WOMAN_LL_7176_2O62732A,sil t_B uw_E ow_S sil s_B ih_I k_I s_E sil t_B uw_E s_B eh_I v_I ah_I n_E th_B r_I iy_E t_B uw_E sil, two oh six two seven three two
7177,WOMAN_LL_7177_2Z62A,sil t_B uw_E z_B iy_I r_I ow_E s_B ih_I k_I s_E t_B uw_E sil, two zero six two
7178,WOMAN_LL_7178_31A,sil th_B r_I iy_E hh_B w_I ah_I n_E sil, three one
7179,WOMAN_LL_7179_33OA,sil th_B r_I iy_E th_B r_I iy_E ow_S sil, three three oh
7180,WOMAN_LL_7180_3744A,sil th_B r_I iy_E s_B eh_I v_I ah_I n_E f_B ao_I r_E f_B ao_I r_E sil, three seven four four
