,file,transcript,hindi_target,hindi_translated
7542,WOMAN_MJ_7542_ZA, ZERO,शून्य, शून्य _END
7543,WOMAN_MJ_7543_ZB, ZERO,शून्य, शून्य _END
7544,WOMAN_MJ_7544_ZZA, ZERO ZERO,शून्य शून्य, शून्य शून्य _END
7545,WOMAN_ML_7545_3B, THREE,तीन, तीन _END
7546,WOMAN_ML_7546_6A, SIX,छः, छः _END
7547,WOMAN_ML_7547_1133187A, ONE ONE THREE THREE ONE EIGHT SEVEN,एक एक तीन तीन एक आठ सात, एक एक तीन तीन एक आठ सात _END
7548,WOMAN_ML_7548_1566Z35A, ONE FIVE SIX SIX ZERO THREE FIVE,एक पांच छः छः शून्य तीन पांच, एक पांच छः छः शून्य तीन पांच _END
7549,WOMAN_ML_7549_1625A, ONE SIX TWO FIVE,एक छः दो पांच, एक छः दो पांच _END
7550,WOMAN_ML_7550_16A, ONE SIX,एक छः, एक छः _END
7551,WOMAN_ML_7551_1A, ONE,एक, एक _END
7552,WOMAN_ML_7552_1B, ONE,एक, एक _END
7553,WOMAN_ML_7553_1O78A, ONE ZERO SEVEN EIGHT,एक शून्य सात आठ, एक शून्य सात आठ _END
7554,WOMAN_ML_7554_228A, TWO TWO EIGHT,दो दो आठ, दो दो आठ _END
7555,WOMAN_ML_7555_24O2A, TWO FOUR ZERO TWO,दो चार शून्य दो, दो चार शून्य दो _END
7556,WOMAN_ML_7556_28934A, TWO EIGHT NINE THREE FOUR,दो आठ नौ तीन चार, दो आठ नौ तीन चार _END
7557,WOMAN_ML_7557_2A, TWO,दो, दो _END
7558,WOMAN_ML_7558_2B, TWO,दो, दो _END
7559,WOMAN_ML_7559_2OA, TWO ZERO,दो शून्य, दो शून्य _END
7560,WOMAN_ML_7560_2Z32ZA, TWO ZERO THREE TWO ZERO,दो शून्य तीन दो शून्य, दो शून्य तीन दो शून्य _END
7561,WOMAN_ML_7561_327O9A, THREE TWO SEVEN ZERO NINE,तीन दो सात शून्य नौ, तीन दो सात शून्य नौ _END
7562,WOMAN_ML_7562_35A, THREE FIVE,तीन पांच, तीन पांच _END
7563,WOMAN_ML_7563_372A, THREE SEVEN TWO,तीन सात दो, तीन सात दो _END
7564,WOMAN_ML_7564_38A, THREE EIGHT,तीन आठ, तीन आठ _END
7565,WOMAN_ML_7565_3A, THREE,तीन, तीन _END
7566,WOMAN_ML_7566_3Z97A, THREE ZERO NINE SEVEN,तीन शून्य नौ सात, तीन शून्य नौ सात _END
7567,WOMAN_ML_7567_41963A, FOUR ONE NINE SIX THREE,चार एक नौ छः तीन, चार एक नौ छः तीन _END
7568,WOMAN_ML_7568_469A, FOUR SIX NINE,चार छः नौ, चार छः नौ _END
7569,WOMAN_ML_7569_47741A, FOUR SEVEN SEVEN FOUR ONE,चार सात सात चार एक, चार सात सात चार एक _END
7570,WOMAN_ML_7570_49A, FOUR NINE,चार नौ, चार नौ _END
7571,WOMAN_ML_7571_4A, FOUR,चार, चार _END
7572,WOMAN_ML_7572_4B, FOUR,चार, चार _END
7573,WOMAN_ML_7573_4Z448A, FOUR ZERO FOUR FOUR EIGHT,चार शून्य चार चार आठ, चार शून्य चार चार आठ _END
7574,WOMAN_ML_7574_5267983A, FIVE TWO SIX SEVEN NINE EIGHT THREE,पांच दो छः सात नौ आठ तीन, पांच दो छः सात नौ आठ तीन _END
7575,WOMAN_ML_7575_5345A, FIVE THREE FOUR FIVE,पांच तीन चार पांच, पांच तीन चार पांच _END
7576,WOMAN_ML_7576_57844A, FIVE SEVEN EIGHT FOUR FOUR,पांच सात आठ चार चार, पांच सात आठ चार चार _END
7577,WOMAN_ML_7577_5A, FIVE,पांच, पांच _END
7578,WOMAN_ML_7578_5B, FIVE,पांच, पांच _END
7579,WOMAN_ML_7579_5O5536OA, FIVE ZERO FIVE FIVE THREE SIX ZERO,पांच शून्य पांच पांच तीन छः शून्य, पांच पांच शून्य पांच तीन छः शून्य _END
7580,WOMAN_ML_7580_5Z81A, FIVE ZERO EIGHT ONE,पांच शून्य आठ एक, पांच शून्य आठ एक _END
7581,WOMAN_ML_7581_65A, SIX FIVE,छः पांच, छः पांच _END
7582,WOMAN_ML_7582_67Z6A, SIX SEVEN ZERO SIX,छः सात शून्य छः, छः सात शून्य छः _END
7583,WOMAN_ML_7583_6854A, SIX EIGHT FIVE FOUR,छः आठ पांच चार, छः आठ पांच चार _END
7584,WOMAN_ML_7584_69621A, SIX NINE SIX TWO ONE,छः नौ छः दो एक, छः नौ छः दो एक _END
7585,WOMAN_ML_7585_6B, SIX,छः, छः _END
7586,WOMAN_ML_7586_6Z275A, SIX ZERO TWO SEVEN FIVE,छः शून्य दो सात पांच, छः शून्य दो सात पांच _END
7587,WOMAN_ML_7587_72OA, SEVEN TWO ZERO,सात दो शून्य, सात दो शून्य _END
7588,WOMAN_ML_7588_73A, SEVEN THREE,सात तीन, सात तीन _END
7589,WOMAN_ML_7589_7646374A, SEVEN SIX FOUR SIX THREE SEVEN FOUR,सात छः चार छः तीन सात चार, सात छः चार छः तीन सात चार _END
7590,WOMAN_ML_7590_76O548OA, SEVEN SIX ZERO FIVE FOUR EIGHT ZERO,सात छः शून्य पांच चार आठ शून्य, सात छः शून्य पांच चार आठ शून्य _END
7591,WOMAN_ML_7591_7A, SEVEN,सात, सात _END
7592,WOMAN_ML_7592_7B, SEVEN,सात, सात _END
7593,WOMAN_ML_7593_7Z1Z558A, SEVEN ZERO ONE ZERO FIVE FIVE EIGHT,सात शून्य एक शून्य पांच पांच आठ, सात शून्य एक शून्य पांच पांच आठ _END
7594,WOMAN_ML_7594_829OOA, EIGHT TWO NINE ZERO ZERO,आठ दो नौ शून्य शून्य, आठ दो नौ शून्य शून्य _END
7595,WOMAN_ML_7595_83A, EIGHT THREE,आठ तीन, आठ तीन _END
7596,WOMAN_ML_7596_843A, EIGHT FOUR THREE,आठ चार तीन, आठ चार तीन _END
7597,WOMAN_ML_7597_86647A, EIGHT SIX SIX FOUR SEVEN,आठ छः छः चार सात, आठ छः छः चार सात _END
7598,WOMAN_ML_7598_8773A, EIGHT SEVEN SEVEN THREE,आठ सात सात तीन, आठ सात सात तीन _END
7599,WOMAN_ML_7599_8A, EIGHT,आठ, आठ _END
7600,WOMAN_ML_7600_8B, EIGHT,आठ, आठ _END
7601,WOMAN_ML_7601_9143O31A, NINE ONE FOUR THREE ZERO THREE ONE,नौ एक चार तीन शून्य तीन एक, नौ एक चार तीन शून्य तीन एक _END
7602,WOMAN_ML_7602_92A, NINE TWO,नौ दो, नौ दो _END
7603,WOMAN_ML_7603_94O3O45A, NINE FOUR ZERO THREE ZERO FOUR FIVE,नौ चार शून्य तीन शून्य चार पांच, नौ शून्य चार तीन शून्य चार पांच _END
7604,WOMAN_ML_7604_995A, NINE NINE FIVE,नौ नौ पांच, नौ नौ पांच _END
7605,WOMAN_ML_7605_99OA, NINE NINE ZERO,नौ नौ शून्य, नौ नौ शून्य _END
7606,WOMAN_ML_7606_9A, NINE,नौ, नौ _END
7607,WOMAN_ML_7607_9B, NINE,नौ, नौ _END
7608,WOMAN_ML_7608_O11A, ZERO ONE ONE,शून्य एक एक, शून्य एक एक _END
7609,WOMAN_ML_7609_O17A, ZERO ONE SEVEN,शून्य एक सात, शून्य एक सात _END
7610,WOMAN_ML_7610_O42A, ZERO FOUR TWO,शून्य चार दो, शून्य चार दो _END
7611,WOMAN_ML_7611_O88OO9OA, ZERO EIGHT EIGHT ZERO ZERO NINE ZERO,शून्य आठ आठ शून्य शून्य नौ शून्य, शून्य आठ आठ शून्य शून्य नौ शून्य _END
7612,WOMAN_ML_7612_OA, ZERO,शून्य, शून्य _END
7613,WOMAN_ML_7613_OB, ZERO,शून्य, शून्य _END
7614,WOMAN_ML_7614_OO88OO6A, ZERO ZERO EIGHT EIGHT ZERO ZERO SIX,शून्य शून्य आठ आठ शून्य शून्य छः, शून्य शून्य आठ आठ शून्य शून्य छः _END
7615,WOMAN_ML_7615_Z1A, ZERO ONE,शून्य एक, शून्य एक _END
7616,WOMAN_ML_7616_Z719A, ZERO SEVEN ONE NINE,शून्य सात एक नौ, शून्य सात एक नौ _END
7617,WOMAN_ML_7617_Z751A, ZERO SEVEN FIVE ONE,शून्य सात पांच एक, शून्य सात पांच एक _END
7618,WOMAN_ML_7618_Z9A, ZERO NINE,शून्य नौ, शून्य नौ _END
7619,WOMAN_ML_7619_ZA, ZERO,शून्य, शून्य _END
7620,WOMAN_ML_7620_ZB, ZERO,शून्य, शून्य _END
7621,WOMAN_ML_7621_ZZ6A, ZERO ZERO SIX,शून्य शून्य छः, शून्य शून्य छः _END
7622,WOMAN_NA_7622_3A, THREE,तीन, तीन _END
7623,WOMAN_NA_7623_6815A, SIX EIGHT ONE FIVE,छः आठ एक पांच, छः आठ एक पांच _END
7624,WOMAN_NA_7624_11616A, ONE ONE SIX ONE SIX,एक एक छः एक छः, एक एक छः एक छः _END
7625,WOMAN_NA_7625_1286A, ONE TWO EIGHT SIX,एक दो आठ छः, एक दो आठ छः _END
7626,WOMAN_NA_7626_17A, ONE SEVEN,एक सात, एक सात _END
7627,WOMAN_NA_7627_196ZA, ONE NINE SIX ZERO,एक नौ छः शून्य, एक नौ छः शून्य _END
7628,WOMAN_NA_7628_1A, ONE,एक, एक _END
7629,WOMAN_NA_7629_1B, ONE,एक, एक _END
7630,WOMAN_NA_7630_1OO4977A, ONE ZERO ZERO FOUR NINE SEVEN SEVEN,एक शून्य शून्य चार नौ सात सात, एक शून्य शून्य चार नौ सात सात _END
7631,WOMAN_NA_7631_228Z125A, TWO TWO EIGHT ZERO ONE TWO FIVE,दो दो आठ शून्य एक दो पांच, दो दो आठ शून्य एक दो पांच _END
7632,WOMAN_NA_7632_233OA, TWO THREE THREE ZERO,दो तीन तीन शून्य, दो तीन तीन शून्य _END
7633,WOMAN_NA_7633_2352O27A, TWO THREE FIVE TWO ZERO TWO SEVEN,दो तीन पांच दो शून्य दो सात, दो तीन पांच दो शून्य दो सात _END
7634,WOMAN_NA_7634_2415ZZ9A, TWO FOUR ONE FIVE ZERO ZERO NINE,दो चार एक पांच शून्य शून्य नौ, दो चार एक पांच शून्य शून्य नौ _END
7635,WOMAN_NA_7635_29A, TWO NINE,दो नौ, दो नौ _END
7636,WOMAN_NA_7636_2A, TWO,दो, दो _END
7637,WOMAN_NA_7637_2B, TWO,दो, दो _END
7638,WOMAN_NA_7638_311A, THREE ONE ONE,तीन एक एक, तीन एक एक _END
7639,WOMAN_NA_7639_34A, THREE FOUR,तीन चार, तीन चार _END
7640,WOMAN_NA_7640_38ZZ7A, THREE EIGHT ZERO ZERO SEVEN,तीन आठ शून्य शून्य सात, तीन आठ शून्य शून्य सात _END
7641,WOMAN_NA_7641_3951A, THREE NINE FIVE ONE,तीन नौ पांच एक, तीन नौ पांच एक _END
7642,WOMAN_NA_7642_397A, THREE NINE SEVEN,तीन नौ सात, तीन नौ सात _END
7643,WOMAN_NA_7643_3B, THREE,तीन, तीन _END
7644,WOMAN_NA_7644_42O92A, FOUR TWO ZERO NINE TWO,चार दो शून्य नौ दो, चार दो शून्य नौ दो _END
7645,WOMAN_NA_7645_4591A, FOUR FIVE NINE ONE,चार पांच नौ एक, चार पांच नौ एक _END
7646,WOMAN_NA_7646_46O2A, FOUR SIX ZERO TWO,चार छः शून्य दो, चार छः शून्य दो _END
7647,WOMAN_NA_7647_4A, FOUR,चार, चार _END
7648,WOMAN_NA_7648_4B, FOUR,चार, चार _END
7649,WOMAN_NA_7649_4Z1A, FOUR ZERO ONE,चार शून्य एक, चार शून्य एक _END
7650,WOMAN_NA_7650_4Z454A, FOUR ZERO FOUR FIVE FOUR,चार शून्य चार पांच चार, चार शून्य चार पांच चार _END
7651,WOMAN_NA_7651_5249A, FIVE TWO FOUR NINE,पांच दो चार नौ, पांच दो चार नौ _END
7652,WOMAN_NA_7652_54148O7A, FIVE FOUR ONE FOUR EIGHT ZERO SEVEN,पांच चार एक चार आठ शून्य सात, पांच चार एक चार आठ शून्य सात _END
7653,WOMAN_NA_7653_5538344A, FIVE FIVE THREE EIGHT THREE FOUR FOUR,पांच पांच तीन आठ तीन चार चार, पांच पांच तीन आठ तीन चार चार _END
7654,WOMAN_NA_7654_56446A, FIVE SIX FOUR FOUR SIX,पांच छः चार चार छः, पांच छः चार चार छः _END
7655,WOMAN_NA_7655_58432A, FIVE EIGHT FOUR THREE TWO,पांच आठ चार तीन दो, पांच आठ चार तीन दो _END
7656,WOMAN_NA_7656_5A, FIVE,पांच, पांच _END
7657,WOMAN_NA_7657_5B, FIVE,पांच, पांच _END
7658,WOMAN_NA_7658_657A, SIX FIVE SEVEN,छः पांच सात, छः पांच सात _END
7659,WOMAN_NA_7659_66985O3A, SIX SIX NINE EIGHT FIVE ZERO THREE,छः छः नौ आठ पांच शून्य तीन, छः छः नौ आठ पांच शून्य तीन _END
7660,WOMAN_NA_7660_6763791A, SIX SEVEN SIX THREE SEVEN NINE ONE,छः सात छः तीन सात नौ एक, छः सात छः तीन सात नौ एक _END
7661,WOMAN_NA_7661_676A, SIX SEVEN SIX,छः सात छः, छः सात छः _END
7662,WOMAN_NA_7662_6A, SIX,छः, छः _END
7663,WOMAN_NA_7663_6B, SIX,छः, छः _END
7664,WOMAN_NA_7664_73A, SEVEN THREE,सात तीन, सात तीन _END
7665,WOMAN_NA_7665_786A, SEVEN EIGHT SIX,सात आठ छः, सात आठ छः _END
7666,WOMAN_NA_7666_7A, SEVEN,सात, सात _END
7667,WOMAN_NA_7667_7B, SEVEN,सात, सात _END
7668,WOMAN_NA_7668_7O5A, SEVEN ZERO FIVE,सात शून्य पांच, सात शून्य पांच _END
7669,WOMAN_NA_7669_7OA, SEVEN ZERO,सात शून्य, सात शून्य _END
7670,WOMAN_NA_7670_7Z75A, SEVEN ZERO SEVEN FIVE,सात शून्य सात पांच, सात शून्य सात पांच _END
7671,WOMAN_NA_7671_813A, EIGHT ONE THREE,आठ एक तीन, आठ एक तीन _END
7672,WOMAN_NA_7672_82A, EIGHT TWO,आठ दो, आठ दो _END
7673,WOMAN_NA_7673_8736A, EIGHT SEVEN THREE SIX,आठ सात तीन छः, आठ सात तीन छः _END
7674,WOMAN_NA_7674_885ZZ3ZA, EIGHT EIGHT FIVE ZERO ZERO THREE ZERO,आठ आठ पांच शून्य शून्य तीन शून्य, आठ आठ पांच शून्य शून्य तीन शून्य _END
7675,WOMAN_NA_7675_88A, EIGHT EIGHT,आठ आठ, आठ आठ _END
7676,WOMAN_NA_7676_8A, EIGHT,आठ, आठ _END
7677,WOMAN_NA_7677_8B, EIGHT,आठ, आठ _END
7678,WOMAN_NA_7678_94A, NINE FOUR,नौ चार, नौ चार _END
7679,WOMAN_NA_7679_962Z4A, NINE SIX TWO ZERO FOUR,नौ छः दो शून्य चार, नौ छः दो शून्य चार _END
7680,WOMAN_NA_7680_98A, NINE EIGHT,नौ आठ, नौ आठ _END
7681,WOMAN_NA_7681_9A, NINE,नौ, नौ _END
7682,WOMAN_NA_7682_9B, NINE,नौ, नौ _END
7683,WOMAN_NA_7683_9O6A, NINE ZERO SIX,नौ शून्य छः, नौ शून्य छः _END
7684,WOMAN_NA_7684_9Z2A, NINE ZERO TWO,नौ शून्य दो, नौ शून्य दो _END
7685,WOMAN_NA_7685_O3A, ZERO THREE,शून्य तीन, शून्य तीन _END
7686,WOMAN_NA_7686_O4A, ZERO FOUR,शून्य चार, शून्य चार _END
